match_id,cmp_id,homeTeamId,awayTeamId,startTime,endTime,startDate,startingTime,courtId,courtName,quaterFinal,semiFinals,final,referee_id,winningTeam,losingTeam,winningTeamGoals,losingTeamGoals,winningTeamPoints,losingTeamPoints,status,round,isDraw,last_match,is_bye,note,is_forfeited,is_cancel,homeTeamKits,awayTeamKits,homeTeamName,awayTeamName,competitionName,seasonName
97963,430,17,18,6/16/2023 18:30,6/16/2023 19:45,6/16/2023,18:30:00,11,Series Futsal Arena,,,,1,17,18,4,3,0,0,Completed,21,no,no,FALSE,NULL,FALSE,no,0,0,Fitzroy FC,Moreland Blues FC,2023/1 Series Futsal Victoria Men,2023/1
97964,430,325,331,6/16/2023 20:00,6/16/2023 21:15,6/16/2023,20:00:00,11,Series Futsal Arena,,,,1,331,325,4,3,3,0,Completed,21,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Hume FC,2023/1 Series Futsal Victoria Men,2023/1
123999,527,322,17,7/21/2023 18:45,7/21/2023 20:00,7/21/2023,18:45:00,11,Series Futsal Arena,,,,1,17,322,9,2,3,0,Completed,1,no,no,FALSE,NULL,FALSE,no,0,0,Metropolitan FC,Fitzroy FC,2023/2 Series Futsal  Men,2023/2
124000,527,22,19,7/21/2023 20:00,7/21/2023 21:15,7/21/2023,20:00:00,11,Series Futsal Arena,,,,1,19,22,6,1,3,0,Completed,1,no,no,FALSE,NULL,FALSE,no,0,0,FC Carlton Heart,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124001,527,21,331,7/21/2023 21:15,7/21/2023 22:30,7/21/2023,21:15:00,11,Series Futsal Arena,,,,1,21,331,7,3,3,0,Completed,1,no,no,FALSE,NULL,FALSE,no,0,0,Campbellfield FC,Hume FC,2023/2 Series Futsal  Men,2023/2
124002,527,18,325,7/21/2023 22:30,7/21/2023 23:45,7/21/2023,22:30:00,11,Series Futsal Arena,,,,1,18,325,10,1,3,0,Completed,1,no,no,FALSE,NULL,FALSE,no,0,0,Moreland Blues FC,Roxburgh Park Gorillas,2023/2 Series Futsal  Men,2023/2
124003,527,18,322,7/28/2023 18:45,7/28/2023 20:00,7/28/2023,18:45:00,11,Series Futsal Arena,,,,1,18,322,16,2,3,0,Completed,2,no,no,FALSE,NULL,FALSE,no,0,0,Moreland Blues FC,Metropolitan FC,2023/2 Series Futsal  Men,2023/2
124004,527,17,19,7/28/2023 20:00,7/28/2023 21:15,7/28/2023,20:00:00,11,Series Futsal Arena,,,,1,17,19,8,2,3,0,Completed,2,no,no,FALSE,NULL,FALSE,no,0,0,Fitzroy FC,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124005,527,325,21,7/28/2023 21:15,7/28/2023 22:30,7/28/2023,21:15:00,11,Series Futsal Arena,,,,1,21,325,8,3,3,0,Completed,2,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Campbellfield FC,2023/2 Series Futsal  Men,2023/2
124006,527,331,22,7/28/2023 22:30,7/28/2023 23:45,7/28/2023,22:30:00,11,Series Futsal Arena,,,,1,331,22,7,4,3,0,Completed,2,no,no,FALSE,NULL,FALSE,no,0,0,Hume FC,FC Carlton Heart,2023/2 Series Futsal  Men,2023/2
124007,527,18,19,8/4/2023 18:45,8/4/2023 20:00,8/4/2023,18:45:00,11,Series Futsal Arena,,,,1,18,19,8,0,3,0,Completed,3,no,no,FALSE,NULL,FALSE,no,0,0,Moreland Blues FC,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124008,527,22,322,8/4/2023 20:00,8/4/2023 21:15,8/4/2023,20:00:00,11,Series Futsal Arena,,,,1,322,22,6,3,3,0,Completed,3,no,no,FALSE,NULL,FALSE,no,0,0,FC Carlton Heart,Metropolitan FC,2023/2 Series Futsal  Men,2023/2
124009,527,21,17,8/4/2023 21:15,8/4/2023 22:30,8/4/2023,21:15:00,11,Series Futsal Arena,,,,1,21,17,2,1,0,0,Completed,3,no,no,FALSE,NULL,FALSE,no,0,0,Campbellfield FC,Fitzroy FC,2023/2 Series Futsal  Men,2023/2
124010,527,325,331,8/4/2023 22:30,8/4/2023 23:45,8/4/2023,22:30:00,11,Series Futsal Arena,,,,1,331,325,5,1,3,0,Completed,3,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Hume FC,2023/2 Series Futsal  Men,2023/2
124011,527,331,19,8/11/2023 18:45,8/11/2023 20:00,8/11/2023,18:45:00,11,Series Futsal Arena,,,,1,19,331,3,0,3,0,Completed,4,no,no,FALSE,NULL,FALSE,no,0,0,Hume FC,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124012,527,325,17,8/11/2023 20:00,8/11/2023 21:15,8/11/2023,20:00:00,11,Series Futsal Arena,,,,1,17,325,15,0,3,0,Completed,4,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Fitzroy FC,2023/2 Series Futsal  Men,2023/2
124013,527,18,22,8/11/2023 21:15,8/11/2023 22:30,8/11/2023,21:15:00,11,Series Futsal Arena,,,,1,18,22,4,2,3,0,Completed,4,no,no,FALSE,NULL,FALSE,no,0,0,Moreland Blues FC,FC Carlton Heart,2023/2 Series Futsal  Men,2023/2
124014,527,21,322,8/11/2023 22:30,8/11/2023 23:45,8/11/2023,22:30:00,11,Series Futsal Arena,,,,1,21,322,10,3,3,0,Completed,4,no,no,FALSE,NULL,FALSE,no,0,0,Campbellfield FC,Metropolitan FC,2023/2 Series Futsal  Men,2023/2
124015,527,322,19,8/18/2023 18:45,8/18/2023 20:00,8/18/2023,18:45:00,11,Series Futsal Arena,,,,1,19,322,7,4,3,0,Completed,5,no,no,FALSE,NULL,FALSE,no,0,0,Metropolitan FC,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124016,527,331,17,8/18/2023 20:00,8/18/2023 21:15,8/18/2023,20:00:00,11,Series Futsal Arena,,,,1,17,331,4,3,3,0,Completed,5,no,no,FALSE,NULL,FALSE,no,0,0,Hume FC,Fitzroy FC,2023/2 Series Futsal  Men,2023/2
124017,527,21,18,8/18/2023 21:15,8/18/2023 22:30,8/18/2023,21:15:00,11,Series Futsal Arena,,,,1,18,21,9,3,3,0,Completed,5,no,no,FALSE,NULL,FALSE,no,0,0,Campbellfield FC,Moreland Blues FC,2023/2 Series Futsal  Men,2023/2
124018,527,22,325,8/18/2023 22:30,8/18/2023 23:45,8/18/2023,22:30:00,11,Series Futsal Arena,,,,1,22,325,5,4,3,0,Completed,5,no,no,FALSE,NULL,FALSE,no,0,0,FC Carlton Heart,Roxburgh Park Gorillas,2023/2 Series Futsal  Men,2023/2
124019,527,325,322,8/25/2023 18:45,8/25/2023 20:00,8/25/2023,18:45:00,11,Series Futsal Arena,,,,1,322,325,8,7,0,0,Completed,6,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Metropolitan FC,2023/2 Series Futsal  Men,2023/2
124020,527,17,22,8/25/2023 20:00,8/25/2023 21:15,8/25/2023,20:00:00,11,Series Futsal Arena,,,,1,17,22,8,0,3,0,Completed,6,no,no,FALSE,NULL,FALSE,no,0,0,Fitzroy FC,FC Carlton Heart,2023/2 Series Futsal  Men,2023/2
124021,527,331,18,8/25/2023 21:15,8/25/2023 22:30,8/25/2023,21:15:00,11,Series Futsal Arena,,,,1,18,331,5,1,3,0,Completed,6,no,no,FALSE,NULL,FALSE,no,0,0,Hume FC,Moreland Blues FC,2023/2 Series Futsal  Men,2023/2
124022,527,19,21,8/25/2023 22:30,8/25/2023 23:45,8/25/2023,22:30:00,11,Series Futsal Arena,,,,1,21,19,9,2,3,0,Completed,6,no,no,FALSE,NULL,FALSE,no,0,0,Altona Knights FC,Campbellfield FC,2023/2 Series Futsal  Men,2023/2
124023,527,19,325,9/1/2023 18:45,9/1/2023 20:00,9/1/2023,18:45:00,11,Series Futsal Arena,,,,1,325,19,3,2,3,0,Completed,7,no,no,FALSE,NULL,FALSE,no,0,0,Altona Knights FC,Roxburgh Park Gorillas,2023/2 Series Futsal  Men,2023/2
124024,527,22,21,9/1/2023 20:00,9/1/2023 21:15,9/1/2023,20:00:00,11,Series Futsal Arena,,,,1,21,22,7,1,3,0,Completed,7,no,no,FALSE,NULL,FALSE,no,0,0,FC Carlton Heart,Campbellfield FC,2023/2 Series Futsal  Men,2023/2
124025,527,17,18,9/1/2023 21:15,9/1/2023 22:30,9/1/2023,21:15:00,11,Series Futsal Arena,,,,1,17,18,6,1,3,0,Completed,7,no,no,FALSE,NULL,FALSE,no,0,0,Fitzroy FC,Moreland Blues FC,2023/2 Series Futsal  Men,2023/2
124026,527,322,331,9/1/2023 22:30,9/1/2023 23:45,9/1/2023,22:30:00,11,Series Futsal Arena,,,,1,331,322,10,3,3,0,Completed,7,no,no,FALSE,NULL,FALSE,no,0,0,Metropolitan FC,Hume FC,2023/2 Series Futsal  Men,2023/2
124027,527,325,18,9/8/2023 18:45,9/8/2023 20:00,9/8/2023,18:45:00,11,Series Futsal Arena,,,,1,18,325,12,1,3,0,Completed,8,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Moreland Blues FC,2023/2 Series Futsal  Men,2023/2
124028,527,19,22,9/8/2023 20:00,9/8/2023 21:15,9/8/2023,20:00:00,11,Series Futsal Arena,,,,1,19,22,5,4,0,0,Completed,8,no,no,FALSE,NULL,FALSE,no,0,0,Altona Knights FC,FC Carlton Heart,2023/2 Series Futsal  Men,2023/2
124029,527,331,21,9/8/2023 21:15,9/8/2023 22:30,9/8/2023,21:15:00,11,Series Futsal Arena,,,,1,331,21,2,1,3,0,Completed,8,no,no,FALSE,NULL,FALSE,no,0,0,Hume FC,Campbellfield FC,2023/2 Series Futsal  Men,2023/2
124030,527,17,322,9/8/2023 22:30,9/8/2023 23:45,9/8/2023,22:30:00,11,Series Futsal Arena,,,,1,17,322,10,5,3,0,Completed,8,no,no,FALSE,NULL,FALSE,no,0,0,Fitzroy FC,Metropolitan FC,2023/2 Series Futsal  Men,2023/2
124031,527,322,18,9/15/2023 18:45,9/15/2023 20:00,9/15/2023,18:45:00,11,Series Futsal Arena,,,,1,18,322,10,2,3,0,Completed,9,no,no,FALSE,NULL,FALSE,no,0,0,Metropolitan FC,Moreland Blues FC,2023/2 Series Futsal  Men,2023/2
124032,527,19,17,9/15/2023 20:00,9/15/2023 21:15,9/15/2023,20:00:00,11,Series Futsal Arena,,,,1,17,19,6,2,3,0,Completed,9,no,no,FALSE,NULL,FALSE,no,0,0,Altona Knights FC,Fitzroy FC,2023/2 Series Futsal  Men,2023/2
124033,527,22,331,9/15/2023 21:15,9/15/2023 22:30,9/15/2023,21:15:00,11,Series Futsal Arena,,,,1,331,22,3,0,3,0,Completed,9,no,no,FALSE,NULL,FALSE,no,0,0,FC Carlton Heart,Hume FC,2023/2 Series Futsal  Men,2023/2
124034,527,21,325,9/15/2023 22:30,9/15/2023 23:45,9/15/2023,22:30:00,11,Series Futsal Arena,,,,1,21,325,5,4,3,0,Completed,9,no,no,FALSE,NULL,FALSE,no,0,0,Campbellfield FC,Roxburgh Park Gorillas,2023/2 Series Futsal  Men,2023/2
124035,527,19,18,9/22/2023 18:45,9/22/2023 20:00,9/22/2023,18:45:00,11,Series Futsal Arena,,,,1,18,19,7,2,3,0,Completed,10,no,no,FALSE,NULL,FALSE,no,0,0,Altona Knights FC,Moreland Blues FC,2023/2 Series Futsal  Men,2023/2
124036,527,331,325,9/22/2023 20:00,9/22/2023 21:15,9/22/2023,20:00:00,11,Series Futsal Arena,,,,1,325,331,6,5,3,0,Completed,10,no,no,FALSE,NULL,FALSE,no,0,0,Hume FC,Roxburgh Park Gorillas,2023/2 Series Futsal  Men,2023/2
124037,527,17,21,9/22/2023 21:15,9/22/2023 22:30,9/22/2023,21:15:00,11,Series Futsal Arena,,,,1,17,21,4,1,3,0,Completed,10,no,no,FALSE,NULL,FALSE,no,0,0,Fitzroy FC,Campbellfield FC,2023/2 Series Futsal  Men,2023/2
124038,527,322,22,9/22/2023 22:30,9/22/2023 23:45,9/22/2023,22:30:00,11,Series Futsal Arena,,,,1,322,22,11,3,3,0,Completed,10,no,no,FALSE,NULL,FALSE,no,0,0,Metropolitan FC,FC Carlton Heart,2023/2 Series Futsal  Men,2023/2
124039,527,22,18,9/29/2023 18:45,9/29/2023 20:00,9/29/2023,18:45:00,11,Series Futsal Arena,,,,1,18,22,6,2,3,0,Completed,11,no,no,FALSE,NULL,FALSE,no,0,0,FC Carlton Heart,Moreland Blues FC,2023/2 Series Futsal  Men,2023/2
124040,527,19,331,9/29/2023 20:00,9/29/2023 21:15,9/29/2023,20:00:00,11,Series Futsal Arena,,,,1,331,19,6,4,3,0,Completed,11,no,no,FALSE,NULL,FALSE,no,0,0,Altona Knights FC,Hume FC,2023/2 Series Futsal  Men,2023/2
124041,527,325,17,9/29/2023 21:15,9/29/2023 22:30,9/29/2023,21:15:00,11,Series Futsal Arena,,,,1,17,325,5,2,3,0,Completed,11,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Fitzroy FC,2023/2 Series Futsal  Men,2023/2
124042,527,322,21,9/29/2023 22:30,9/29/2023 23:45,9/29/2023,22:30:00,11,Series Futsal Arena,,,,1,21,322,8,4,3,0,Completed,11,no,no,FALSE,NULL,FALSE,no,0,0,Metropolitan FC,Campbellfield FC,2023/2 Series Futsal  Men,2023/2
124043,527,19,322,10/6/2023 18:45,10/6/2023 20:00,10/6/2023,18:45:00,11,Series Futsal Arena,,,,1,19,322,8,4,3,0,Completed,12,no,no,FALSE,NULL,FALSE,no,0,0,Altona Knights FC,Metropolitan FC,2023/2 Series Futsal  Men,2023/2
124044,527,17,331,10/6/2023 20:00,10/6/2023 21:15,10/6/2023,20:00:00,11,Series Futsal Arena,,,,1,17,331,7,1,3,0,Completed,12,no,no,FALSE,NULL,FALSE,no,0,0,Fitzroy FC,Hume FC,2023/2 Series Futsal  Men,2023/2
124045,527,18,21,10/6/2023 21:15,10/6/2023 22:30,10/6/2023,21:15:00,11,Series Futsal Arena,,,,1,18,21,4,2,3,0,Completed,12,no,no,FALSE,NULL,FALSE,no,0,0,Moreland Blues FC,Campbellfield FC,2023/2 Series Futsal  Men,2023/2
124046,527,325,22,10/6/2023 22:30,10/6/2023 23:45,10/6/2023,22:30:00,11,Series Futsal Arena,,,,1,22,325,3,0,3,0,Completed,12,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,FC Carlton Heart,2023/2 Series Futsal  Men,2023/2
124047,527,322,325,10/13/2023 18:45,10/13/2023 20:00,10/13/2023,18:45:00,11,Series Futsal Arena,,,,1,322,325,8,4,3,0,Completed,13,no,no,FALSE,NULL,FALSE,no,0,0,Metropolitan FC,Roxburgh Park Gorillas,2023/2 Series Futsal  Men,2023/2
124048,527,22,17,10/13/2023 20:00,10/13/2023 21:15,10/13/2023,20:00:00,11,Series Futsal Arena,,,,1,17,22,8,4,3,0,Completed,13,no,no,FALSE,NULL,FALSE,no,0,0,FC Carlton Heart,Fitzroy FC,2023/2 Series Futsal  Men,2023/2
124049,527,18,331,10/13/2023 21:15,10/13/2023 22:30,10/13/2023,21:15:00,11,Series Futsal Arena,,,,1,18,331,6,2,3,0,Completed,13,no,no,FALSE,NULL,FALSE,no,0,0,Moreland Blues FC,Hume FC,2023/2 Series Futsal  Men,2023/2
124050,527,21,19,10/13/2023 22:30,10/13/2023 23:45,10/13/2023,22:30:00,11,Series Futsal Arena,,,,1,21,19,8,5,3,0,Completed,13,no,no,FALSE,NULL,FALSE,no,0,0,Campbellfield FC,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124051,527,21,22,10/20/2023 18:45,10/20/2023 20:00,10/20/2023,18:45:00,11,Series Futsal Arena,,,,1,22,21,5,4,3,0,Completed,14,no,no,FALSE,NULL,FALSE,no,0,0,Campbellfield FC,FC Carlton Heart,2023/2 Series Futsal  Men,2023/2
124052,527,325,19,10/20/2023 20:00,10/20/2023 21:15,10/20/2023,20:00:00,11,Series Futsal Arena,,,,1,19,325,9,3,3,0,Completed,14,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124053,527,17,18,10/20/2023 21:15,10/20/2023 22:30,10/20/2023,21:15:00,11,Series Futsal Arena,,,,1,17,18,4,1,3,0,Completed,14,no,no,FALSE,NULL,FALSE,no,0,0,Fitzroy FC,Moreland Blues FC,2023/2 Series Futsal  Men,2023/2
124054,527,331,322,10/20/2023 22:30,10/20/2023 23:45,10/20/2023,22:30:00,11,Series Futsal Arena,,,,1,331,322,8,4,3,0,Completed,14,no,no,FALSE,NULL,FALSE,no,0,0,Hume FC,Metropolitan FC,2023/2 Series Futsal  Men,2023/2
124055,527,18,325,10/27/2023 18:45,10/27/2023 20:00,10/27/2023,18:45:00,11,Series Futsal Arena,,,,1,18,325,12,0,3,0,Completed,15,no,no,FALSE,NULL,FALSE,no,0,0,Moreland Blues FC,Roxburgh Park Gorillas,2023/2 Series Futsal  Men,2023/2
124056,527,21,331,10/27/2023 20:00,10/27/2023 21:15,10/27/2023,20:00:00,11,Series Futsal Arena,,,,1,21,331,4,3,0,0,Completed,15,no,no,FALSE,NULL,FALSE,no,0,0,Campbellfield FC,Hume FC,2023/2 Series Futsal  Men,2023/2
124057,527,22,19,10/27/2023 21:15,10/27/2023 22:30,10/27/2023,21:15:00,11,Series Futsal Arena,,,,1,22,19,6,1,3,0,Completed,15,no,no,FALSE,NULL,FALSE,no,0,0,FC Carlton Heart,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124058,527,322,17,10/27/2023 22:30,10/27/2023 23:45,10/27/2023,22:30:00,11,Series Futsal Arena,,,,1,17,322,17,5,3,0,Completed,15,no,no,FALSE,NULL,FALSE,no,0,0,Metropolitan FC,Fitzroy FC,2023/2 Series Futsal  Men,2023/2
124059,527,17,19,11/3/2023 18:45,11/3/2023 20:00,11/3/2023,18:45:00,11,Series Futsal Arena,,,,1,17,19,6,2,3,0,Completed,16,no,no,FALSE,NULL,FALSE,no,0,0,Fitzroy FC,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124060,527,331,22,11/3/2023 20:00,11/3/2023 21:15,11/3/2023,20:00:00,11,Series Futsal Arena,,,,1,331,22,5,4,3,0,Completed,16,no,no,FALSE,NULL,FALSE,no,0,0,Hume FC,FC Carlton Heart,2023/2 Series Futsal  Men,2023/2
124061,527,325,21,11/3/2023 21:15,11/3/2023 22:30,11/3/2023,21:15:00,11,Series Futsal Arena,,,,1,21,325,9,3,3,0,Completed,16,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Campbellfield FC,2023/2 Series Futsal  Men,2023/2
124062,527,18,322,11/3/2023 22:30,11/3/2023 23:45,11/3/2023,22:30:00,11,Series Futsal Arena,,,,1,18,322,17,3,3,0,Completed,16,no,no,FALSE,NULL,FALSE,no,0,0,Moreland Blues FC,Metropolitan FC,2023/2 Series Futsal  Men,2023/2
124063,527,22,322,11/10/2023 18:45,11/10/2023 20:00,11/10/2023,18:45:00,11,Series Futsal Arena,,,,1,22,322,10,3,3,0,Completed,17,no,no,FALSE,NULL,FALSE,no,0,0,FC Carlton Heart,Metropolitan FC,2023/2 Series Futsal  Men,2023/2
124064,527,325,331,11/10/2023 20:00,11/10/2023 21:15,11/10/2023,20:00:00,11,Series Futsal Arena,,,,1,331,325,4,3,0,0,Completed,17,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Hume FC,2023/2 Series Futsal  Men,2023/2
124065,527,21,17,11/10/2023 21:15,11/10/2023 22:30,11/10/2023,21:15:00,11,Series Futsal Arena,,,,1,17,21,4,2,3,0,Completed,17,no,no,FALSE,NULL,FALSE,no,0,0,Campbellfield FC,Fitzroy FC,2023/2 Series Futsal  Men,2023/2
124066,527,18,19,11/10/2023 22:30,11/10/2023 23:45,11/10/2023,22:30:00,11,Series Futsal Arena,,,,1,18,19,9,2,3,0,Completed,17,no,no,FALSE,NULL,FALSE,no,0,0,Moreland Blues FC,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124067,527,325,17,11/17/2023 19:00,11/17/2023 20:15,11/17/2023,19:00:00,11,Series Futsal Arena,,,,1,17,325,18,2,3,0,Completed,18,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Fitzroy FC,2023/2 Series Futsal  Men,2023/2
124068,527,331,19,11/17/2023 20:15,11/17/2023 21:30,11/17/2023,20:15:00,11,Series Futsal Arena,,,,1,331,19,5,4,0,0,Completed,18,no,no,FALSE,NULL,FALSE,no,0,0,Hume FC,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124069,527,21,322,11/17/2023 21:30,11/17/2023 22:45,11/17/2023,21:30:00,11,Series Futsal Arena,,,,1,21,322,10,7,3,0,Completed,18,no,no,FALSE,NULL,FALSE,no,0,0,Campbellfield FC,Metropolitan FC,2023/2 Series Futsal  Men,2023/2
124070,527,18,22,11/28/2023 19:30,11/28/2023 20:45,11/28/2023,19:30:00,11,Series Futsal Arena,,,,1,22,18,5,4,3,0,Completed,18,no,no,FALSE,NULL,FALSE,no,0,0,Moreland Blues FC,FC Carlton Heart,2023/2 Series Futsal  Men,2023/2
124071,527,322,19,11/24/2023 18:45,11/24/2023 20:00,11/24/2023,18:45:00,11,Series Futsal Arena,,,,1,19,322,7,5,3,0,Completed,19,no,no,FALSE,NULL,FALSE,no,0,0,Metropolitan FC,Altona Knights FC,2023/2 Series Futsal  Men,2023/2
124072,527,331,17,11/24/2023 20:00,11/24/2023 21:15,11/24/2023,20:00:00,11,Series Futsal Arena,,,,1,17,331,2,1,3,0,Completed,19,no,no,FALSE,NULL,FALSE,no,0,0,Hume FC,Fitzroy FC,2023/2 Series Futsal  Men,2023/2
124073,527,21,18,11/24/2023 21:15,11/24/2023 22:30,11/24/2023,21:15:00,11,Series Futsal Arena,,,,1,18,21,7,2,3,0,Completed,19,no,no,FALSE,NULL,FALSE,no,0,0,Campbellfield FC,Moreland Blues FC,2023/2 Series Futsal  Men,2023/2
124074,527,22,325,11/24/2023 22:30,11/24/2023 23:45,11/24/2023,22:30:00,11,Series Futsal Arena,,,,1,22,325,7,6,3,0,Completed,19,no,no,FALSE,NULL,FALSE,no,0,0,FC Carlton Heart,Roxburgh Park Gorillas,2023/2 Series Futsal  Men,2023/2
124075,527,17,22,12/1/2023 18:45,12/1/2023 20:00,12/1/2023,18:45:00,11,Series Futsal Arena,,,,1,17,22,8,2,3,0,Completed,20,no,no,FALSE,NULL,FALSE,no,0,0,Fitzroy FC,FC Carlton Heart,2023/2 Series Futsal  Men,2023/2
124076,527,325,322,12/1/2023 20:00,12/1/2023 21:15,12/1/2023,20:00:00,11,Series Futsal Arena,,,,1,325,322,6,5,3,0,Completed,20,no,no,FALSE,NULL,FALSE,no,0,0,Roxburgh Park Gorillas,Metropolitan FC,2023/2 Series Futsal  Men,2023/2
124077,527,331,18,12/1/2023 21:15,12/1/2023 22:30,12/1/2023,21:15:00,11,Series Futsal Arena,,,,1,18,331,6,1,3,0,Completed,20,no,no,FALSE,NULL,FALSE,no,0,0,Hume FC,Moreland Blues FC,2023/2 Series Futsal  Men,2023/2
124078,527,19,21,12/1/2023 22:30,12/1/2023 23:45,12/1/2023,22:30:00,11,Series Futsal Arena,,,,1,21,19,6,4,3,0,Completed,20,no,no,FALSE,NULL,FALSE,no,0,0,Altona Knights FC,Campbellfield FC,2023/2 Series Futsal  Men,2023/2
124079,527,19,325,12/8/2023 18:45,12/8/2023 20:00,12/8/2023,18:45:00,11,Series Futsal Arena,,,,1,19,325,8,2,3,0,Completed,21,no,no,FALSE,NULL,FALSE,no,0,0,Altona Knights FC,Roxburgh Park Gorillas,2023/2 Series Futsal  Men,2023/2
124080,527,22,21,12/8/2023 20:00,12/8/2023 21:15,12/8/2023,20:00:00,11,Series Futsal Arena,,,,1,21,22,7,3,3,0,Completed,21,no,no,FALSE,NULL,FALSE,no,0,0,FC Carlton Heart,Campbellfield FC,2023/2 Series Futsal  Men,2023/2
124081,527,17,18,12/8/2023 21:15,12/8/2023 22:30,12/8/2023,21:15:00,11,Series Futsal Arena,,,,1,18,17,4,3,3,0,Completed,21,no,no,FALSE,NULL,FALSE,no,0,0,Fitzroy FC,Moreland Blues FC,2023/2 Series Futsal  Men,2023/2
124082,527,322,331,12/8/2023 22:30,12/8/2023 23:45,12/8/2023,22:30:00,11,Series Futsal Arena,,,,1,331,322,6,5,0,0,Completed,21,no,yes,FALSE,NULL,FALSE,no,0,0,Metropolitan FC,Hume FC,2023/2 Series Futsal  Men,2023/2
